custid,gender,age,age_cat,debtinc,card,carditems,cardspent,cardtype,creddebt,commute,commutetime,card2,card2items,card2spent,card2type,marital,homeown,hometype,cars,carown,region,ed_cat,ed_years,job_cat,employ_years,emp_cat,retire,annual_income,inc_cat
7952-KDRTJS-54B,Male,60,50-64,1.7,Other,9,225.96,None,0.2,Car,24,Mastercard,7,153.11,None,Married,Rent,Multiple-Family,2,Own,Zone 4,Did not complete high school,7,Sales and Office,9,6 to 10,No,28000.00,$25 - $49
3403-UEPTEF-CXT,Male,59,50-64,5.9,Discover,10,599.53,Other,2.44,Walk,30,American Express,4,273.1,None,Married,Own,Single-family,2,Own,Zone 2,Some college,15,Sales and Office,9,6 to 10,No,89000.00,$75 - $124
2772-XIIOXU-DVU,Male,38,35-49,2.7,Other,8,210.68,Other,0.13,Telecommute,18,Visa,2,45.7,Gold,Married,Own,Condominium/Townhouse,2,Own,Zone 4,Did not complete high school,10,Managerial and Professional,4,2 to 5,No,34000.00,$25 - $49
8464-XDFEKQ-0KD,Female,57,50-64,8.3,Discover,8,166.82,None,4.14,Car,24,American Express,5,81.2,Platinum,Unmarried,Rent,Multiple-Family,2,Own,Zone 2,Did not complete high school,10,Sales and Office,9,6 to 10,No,68000.00,$50 - $74
0736-ZYJFDS-Y0I,Male,28,25-34,5.9,Discover,12,261.54,Other,0.42,Car,21,Mastercard,4,73.61,Platinum,Unmarried,Own,Single-family,6,Own,Zone 2,College degree,18,Sales and Office,0,Less than 2,No,32000.00,$25 - $49
9997-QIXKNU-54A,Male,26,25-34,1.3,American Express,13,377.68,Other,0.19,Car,24,Discover,3,84.25,Other,Unmarried,Own,Multiple-Family,3,Own,Zone 4,Some college,15,"Operation, Fabrication, General Labor",3,2 to 5,No,31000.00,$25 - $49
7959-NKQIFR-RRO,Male,27,25-34,6.9,Mastercard,8,138.13,Platinum,0.43,Car,18,Other,4,63.85,None,Married,Own,Single-family,4,Own,Zone 3,High school degree,12,Sales and Office,1,Less than 2,No,21000.00,Under $25
8330-HXKTOD-G48,Female,69,>65,6.5,American Express,9,173.8,None,0.09,Car,31,Mastercard,3,68.14,None,Unmarried,Rent,Single-family,2,Lease,Zone 5,College degree,17,Sales and Office,3,2 to 5,Yes,10000.00,Under $25
8342-BCCKIG-4AN,Male,63,50-64,23.5,Discover,9,231.83,Other,11.36,Car,17,Visa,8,226.28,Other,Unmarried,Own,Single-family,3,Own,Zone 3,College degree,18,Sales and Office,6,6 to 10,No,90000.00,$75 - $124
1044-QTPABQ-WVW,Female,67,>65,7.6,American Express,7,609.21,Other,1.93,Telecommute,10,Discover,3,90.79,Gold,Unmarried,Rent,Multiple-Family,3,Own,Zone 3,Post-undergraduate degree,20,Managerial and Professional,19,More than 15,No,89000.00,$75 - $124
0785-LPNOQC-0C0,Male,40,35-49,10.2,American Express,15,715.27,None,3.08,Bus,21,Mastercard,7,358.08,Platinum,Unmarried,Own,Condominium/Townhouse,0,N/A,Zone 3,High school degree,12,Managerial and Professional,10,6 to 10,No,63000.00,$50 - $74
3755-LUSAQY-E4O,Male,34,25-34,13,American Express,9,368.99,Other,0.33,Car,23,Visa,2,94.48,Other,Unmarried,Own,Single-family,4,Own,Zone 3,Did not complete high school,11,Managerial and Professional,4,2 to 5,No,38000.00,$25 - $49
8999-AZOBII-VIX,Female,32,25-34,9.8,Visa,8,170.51,Gold,0.99,Motorcycle,29,Other,7,133.9,Other,Married,Own,Condominium/Townhouse,1,Own,Zone 3,Post-undergraduate degree,20,Managerial and Professional,3,2 to 5,No,38000.00,$25 - $49
3021-AJAZKZ-4GF,Female,63,50-64,1.6,Mastercard,12,256.57,Gold,0.52,Walk,33,Visa,4,64.3,Other,Unmarried,Own,Mobile Home,1,Own,Zone 2,College degree,18,Managerial and Professional,10,6 to 10,No,41000.00,$25 - $49
9084-HUOIWY-HYL,Female,40,35-49,11.6,Visa,16,261.05,Platinum,0.89,Car,22,Other,2,45.63,Platinum,Unmarried,Own,Single-family,3,Own,Zone 3,High school degree,13,Sales and Office,2,2 to 5,No,19000.00,Under $25
2838-ODWGTI-SB5,Female,43,35-49,28.9,Visa,11,228.69,Platinum,3.47,Train/Subway,14,Other,5,89.06,None,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 2,Did not complete high school,9,"Precision Production, Craft, Repair",9,6 to 10,No,30000.00,$25 - $49
9087-SPYAKC-3QO,Male,66,>65,22.3,Discover,11,271.17,Other,1.37,Car,27,Visa,1,22.35,Other,Unmarried,Own,Single-family,2,Own,Zone 2,Did not complete high school,10,Managerial and Professional,11,11 to 15,No,34000.00,$25 - $49
6429-GMGFFW-Y6O,Female,47,35-49,4.3,Mastercard,7,103.4,Other,0.29,Walk,24,Discover,1,26.55,Platinum,Married,Own,Single-family,2,Own,Zone 4,Some college,16,"Operation, Fabrication, General Labor",11,11 to 15,No,39000.00,$25 - $49
4406-CWASGT-8EZ,Female,19,18-24,8.1,Visa,15,363.84,Other,0.43,Car,19,Mastercard,6,126.67,Other,Married,Rent,Single-family,2,Own,Zone 3,High school degree,14,"Operation, Fabrication, General Labor",0,Less than 2,No,35000.00,$25 - $49
4758-RMVWIA-XO1,Male,41,35-49,8.5,Visa,16,299.01,Other,0.89,Car,23,Other,3,44.63,Gold,Married,Own,Condominium/Townhouse,2,Own,Zone 4,Did not complete high school,9,"Precision Production, Craft, Repair",5,2 to 5,No,21000.00,Under $25
9646-NHVEEJ-VZ9,Female,68,>65,16.8,Visa,11,141.43,None,1.45,Car,28,Other,4,67.66,Platinum,Unmarried,Own,Single-family,2,Lease,Zone 2,Some college,15,Sales and Office,5,2 to 5,Yes,17000.00,Under $25
7607-GRPLIE-C1J,Female,27,25-34,9,Mastercard,4,48.96,None,0.11,Telecommute,19,Visa,2,38.33,Other,Unmarried,Own,Condominium/Townhouse,1,Lease,Zone 1,High school degree,14,Managerial and Professional,2,2 to 5,No,21000.00,Under $25
0238-VGATLL-U7B,Male,78,>65,18,Discover,10,452.88,Platinum,1.09,Car,31,American Express,7,313.45,Platinum,Married,Own,Single-family,4,Lease,Zone 2,Did not complete high school,9,"Operation, Fabrication, General Labor",44,More than 15,Yes,25000.00,$25 - $49
9257-UGOWQJ-0GM,Male,51,50-64,18.8,Discover,5,123.28,Gold,1.24,Car,31,American Express,4,56.7,Gold,Unmarried,Own,Single-family,3,Own,Zone 5,College degree,19,Sales and Office,5,2 to 5,No,54000.00,$50 - $74
7323-INVHNA-K5B,Female,78,>65,5.6,Mastercard,12,239.25,Other,0.27,Other public transit,26,Visa,5,106.56,None,Unmarried,Rent,Multiple-Family,0,N/A,Zone 3,High school degree,14,Sales and Office,14,11 to 15,Yes,12000.00,Under $25
8889-ZZTCKO-M2X,Male,42,35-49,3.9,Discover,4,113.81,None,0.16,Walk,25,American Express,7,169.05,None,Married,Own,Condominium/Townhouse,2,Own,Zone 4,College degree,19,"Operation, Fabrication, General Labor",6,6 to 10,No,45000.00,$25 - $49
3337-XMBNGV-1YI,Male,45,35-49,6.7,Mastercard,10,491.72,Other,0.97,Car,30,Visa,8,238.18,Other,Married,Own,Single-family,2,Own,Zone 3,Did not complete high school,10,Sales and Office,3,2 to 5,No,28000.00,$25 - $49
2385-DKTGGA-2OT,Female,40,35-49,6.2,Visa,11,545.6,Platinum,0.21,Car,28,American Express,5,297.04,Gold,Married,Rent,Multiple-Family,3,Own,Zone 2,College degree,19,Managerial and Professional,4,2 to 5,No,31000.00,$25 - $49
4483-CIQXVJ-R7J,Male,67,>65,11.2,American Express,6,221.24,Other,0.61,Bus,26,Discover,3,86.78,Platinum,Unmarried,Rent,Multiple-Family,1,Own,Zone 1,High school degree,12,Managerial and Professional,6,6 to 10,No,39000.00,$25 - $49
3570-HZUGOB-C33,Female,30,25-34,17.5,Mastercard,7,158.36,Other,1.26,Carpool,25,Discover,3,85.7,Gold,Unmarried,Rent,Single-family,1,Own,Zone 2,High school degree,14,Sales and Office,6,6 to 10,No,25000.00,$25 - $49
9671-ALAHDR-WW2,Male,51,50-64,11.5,American Express,12,440.95,Platinum,5.87,Car,27,Visa,3,68.17,Other,Married,Rent,Single-family,4,Own,Zone 1,College degree,18,"Operation, Fabrication, General Labor",16,More than 15,No,143000.00,$125+
1202-YUYPSH-XCC,Male,57,50-64,16.3,Discover,13,370.38,Gold,3.03,Carpool,24,Mastercard,5,146.12,Gold,Unmarried,Own,Single-family,1,Own,Zone 1,High school degree,13,Agricultural and Natural Resources,24,More than 15,No,51000.00,$50 - $74
6962-FWDUBX-87W,Female,68,>65,4.6,Visa,10,135.79,Platinum,0.31,Car,32,Discover,3,28.64,Platinum,Married,Rent,Multiple-Family,3,Own,Zone 5,High school degree,14,"Operation, Fabrication, General Labor",26,More than 15,Yes,10000.00,Under $25
6308-REILUL-K6N,Male,54,50-64,4.6,Discover,10,513.68,None,11.25,Carpool,25,Mastercard,2,70.39,Platinum,Married,Own,Single-family,1,Own,Zone 3,Post-undergraduate degree,22,Managerial and Professional,11,11 to 15,No,642000.00,$125+
8001-YBLPIW-AI5,Female,51,50-64,21.8,Mastercard,14,419.46,None,6.5,Bus,25,Other,5,149.8,Other,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 5,Some college,15,Sales and Office,2,2 to 5,No,59000.00,$50 - $74
6891-KEMHFO-JU6,Female,47,35-49,5.6,Mastercard,12,370.28,None,1.56,Telecommute,21,Other,6,152.2,None,Married,Own,Mobile Home,2,Own,Zone 3,High school degree,12,Managerial and Professional,11,11 to 15,No,59000.00,$50 - $74
3692-CLHXLX-H7W,Male,69,>65,9,Discover,10,154.77,Gold,2.75,Train/Subway,17,Mastercard,6,112.53,Gold,Married,Own,Single-family,2,Own,Zone 4,High school degree,12,"Operation, Fabrication, General Labor",31,More than 15,No,56000.00,$50 - $74
4376-ZFMTBS-OKE,Female,38,35-49,18.3,Discover,9,188.15,Gold,4.97,Bus,29,Visa,2,40.16,Platinum,Unmarried,Rent,Multiple-Family,1,Own,Zone 5,College degree,17,Managerial and Professional,5,2 to 5,No,76000.00,$75 - $124
1051-TKEIEE-H8M,Male,45,35-49,15.5,American Express,14,679.18,None,0.52,Car,34,Discover,5,109.34,None,Unmarried,Rent,Multiple-Family,2,Own,Zone 5,Post-undergraduate degree,20,Service,3,2 to 5,No,19000.00,Under $25
4563-NZSKTT-MBD,Female,39,35-49,11.5,Visa,13,290.94,Gold,0.26,Car,16,Mastercard,9,187.14,Platinum,Unmarried,Rent,Multiple-Family,2,Own,Zone 2,College degree,17,Sales and Office,3,2 to 5,No,22000.00,Under $25
4605-TNMJOE-FCU,Female,47,35-49,21.8,American Express,11,707.39,Gold,9.92,Car,28,Mastercard,4,222.78,Gold,Unmarried,Own,Condominium/Townhouse,4,Own,Zone 2,Some college,15,Managerial and Professional,8,6 to 10,No,76000.00,$75 - $124
5175-SCMVHN-Y4W,Male,46,35-49,24.8,Mastercard,12,342.29,Other,5.57,Car,30,Visa,2,89.96,Other,Unmarried,Rent,Multiple-Family,2,Own,Zone 1,College degree,18,"Precision Production, Craft, Repair",19,More than 15,No,110000.00,$75 - $124
9173-ALBLAB-JN5,Male,46,35-49,5.1,Other,16,812.03,Gold,0.91,Car,25,Mastercard,10,453.9,Gold,Unmarried,Rent,Single-family,2,Own,Zone 4,Some college,15,Managerial and Professional,4,2 to 5,No,52000.00,$50 - $74
1498-AHEYHZ-G4E,Female,51,50-64,3.6,Visa,15,610.17,Platinum,0.57,Car,15,Mastercard,9,302.41,Other,Unmarried,Own,Single-family,2,Own,Zone 4,High school degree,13,Sales and Office,10,6 to 10,No,76000.00,$75 - $124
3655-ZHJTWA-JVN,Male,51,50-64,21.8,American Express,5,172.24,None,0.82,Carpool,21,Discover,9,482.1,Gold,Unmarried,Own,Single-family,0,N/A,Zone 1,College degree,17,Sales and Office,6,6 to 10,No,36000.00,$25 - $49
4229-HJKJHF-FQC,Male,75,>65,12,Mastercard,8,157.52,Platinum,0.41,Walk,23,Visa,1,19.35,None,Married,Own,Single-family,1,Own,Zone 2,High school degree,14,"Operation, Fabrication, General Labor",24,More than 15,Yes,11000.00,Under $25
8327-GSWQDE-26L,Female,41,35-49,5.7,Discover,9,396.69,Other,0.12,Car,39,American Express,5,214.48,Other,Unmarried,Own,Single-family,4,Own,Zone 1,Did not complete high school,11,"Precision Production, Craft, Repair",9,6 to 10,No,37000.00,$25 - $49
5862-CMJCTU-0PD,Female,27,25-34,4.1,Discover,13,350.26,Gold,0.29,Car,27,American Express,6,132.8,None,Married,Own,Condominium/Townhouse,2,Own,Zone 3,College degree,17,Managerial and Professional,1,Less than 2,No,24000.00,Under $25
0873-MIADPJ-6VP,Female,37,35-49,7,Visa,9,290.94,Gold,0.83,Car,20,Discover,6,226.87,None,Married,Rent,Multiple-Family,2,Own,Zone 5,Post-undergraduate degree,20,Managerial and Professional,4,2 to 5,No,32000.00,$25 - $49
8716-VIGELV-5X7,Female,35,35-49,16,American Express,12,575.11,None,5.3,Car,17,Discover,15,528.46,Platinum,Married,Own,Single-family,3,Own,Zone 1,College degree,17,"Operation, Fabrication, General Labor",10,6 to 10,No,96000.00,$75 - $124
7757-MHGZVN-WAK,Male,51,50-64,4.3,Visa,12,1060,Other,2.97,Car,29,American Express,7,505.73,None,Married,Own,Single-family,3,Own,Zone 3,College degree,18,Agricultural and Natural Resources,14,11 to 15,No,151000.00,$125+
6854-MXUYYG-73P,Male,44,35-49,18.7,Visa,10,444.75,Platinum,3.06,Car,18,American Express,0,0,Gold,Married,Own,Condominium/Townhouse,2,Own,Zone 3,College degree,18,Sales and Office,3,2 to 5,No,83000.00,$75 - $124
3834-IBVOWB-JXZ,Female,46,35-49,10,Visa,9,233.9,Platinum,3.12,Walk,22,Mastercard,1,25.52,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,High school degree,13,"Operation, Fabrication, General Labor",18,More than 15,No,89000.00,$75 - $124
1839-JFVGFD-URP,Male,42,35-49,10.3,Mastercard,11,490.76,Platinum,1.96,Bicycle,31,American Express,5,184.2,Gold,Married,Own,Single-family,1,Own,Zone 5,Some college,15,Managerial and Professional,9,6 to 10,No,42000.00,$25 - $49
7940-UVUDPX-QP3,Female,31,25-34,5.6,Discover,8,123.82,Gold,0.69,Train/Subway,25,Mastercard,6,90.66,Gold,Unmarried,Own,Mobile Home,1,Own,Zone 2,Some college,15,Managerial and Professional,3,2 to 5,No,31000.00,$25 - $49
3091-BMFVLO-58H,Female,51,50-64,4.4,Discover,12,449.7,Platinum,0.94,Walk,28,Visa,1,32.93,Other,Unmarried,Rent,Multiple-Family,1,Lease,Zone 4,Some college,15,"Operation, Fabrication, General Labor",11,11 to 15,No,43000.00,$25 - $49
5622-MJXUZI-PZ7,Male,27,25-34,12.1,Discover,9,169.7,Other,0.73,Carpool,33,Visa,5,96.22,None,Married,Rent,Multiple-Family,1,Own,Zone 2,Post-undergraduate degree,21,Service,0,Less than 2,No,23000.00,Under $25
1860-OQTJHA-G67,Male,77,>65,0.3,Mastercard,10,166.93,Other,0.01,Car,28,Visa,7,132.78,Other,Married,Rent,Condominium/Townhouse,2,Own,Zone 2,High school degree,12,Sales and Office,10,6 to 10,Yes,17000.00,Under $25
4007-HKDFMC-S6B,Female,54,50-64,7.4,Mastercard,10,179.54,Platinum,0.35,Car,29,American Express,3,61.7,Platinum,Unmarried,Own,Mobile Home,3,Own,Zone 1,High school degree,12,"Precision Production, Craft, Repair",8,6 to 10,No,41000.00,$25 - $49
0014-SHVSIE-LP9,Male,39,35-49,11,Mastercard,9,226.48,None,3.03,Bus,20,Discover,3,80.9,None,Unmarried,Own,Mobile Home,0,N/A,Zone 3,College degree,19,Managerial and Professional,8,6 to 10,No,92000.00,$75 - $124
1110-ARKUEK-2N1,Female,69,>65,4,Visa,9,260.22,Other,0.2,Car,19,Mastercard,6,120.57,Platinum,Unmarried,Rent,Multiple-Family,1,Lease,Zone 4,Some college,16,Managerial and Professional,10,6 to 10,Yes,13000.00,Under $25
7061-NNEUTF-LVY,Female,29,25-34,15.3,Mastercard,13,420.4,Other,0.6,Car,31,Visa,6,135.86,Other,Unmarried,Own,Single-family,3,Own,Zone 4,Some college,15,Managerial and Professional,3,2 to 5,No,27000.00,$25 - $49
8347-DIRIVI-L25,Female,45,35-49,4.4,Visa,8,271.59,Gold,0.23,Car,25,Mastercard,7,294.34,Platinum,Unmarried,Rent,Single-family,2,Own,Zone 4,Did not complete high school,7,Sales and Office,6,6 to 10,No,37000.00,$25 - $49
2177-DBXQEF-6ZN,Female,47,35-49,20.2,Discover,5,110.89,Gold,3.14,Carpool,37,American Express,4,65.96,Other,Married,Own,Single-family,3,Own,Zone 5,Did not complete high school,7,"Operation, Fabrication, General Labor",22,More than 15,No,92000.00,$75 - $124
4466-QZDRDY-3Q5,Male,32,25-34,2.3,American Express,7,597.28,Gold,0.32,Car,28,Mastercard,5,397.4,Other,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 1,Post-undergraduate degree,20,Sales and Office,0,Less than 2,No,48000.00,$25 - $49
4163-ELNRLS-L26,Female,35,35-49,3.4,Mastercard,7,180.95,Gold,0.62,Car,23,Discover,2,40.76,Platinum,Unmarried,Own,Single-family,7,Own,Zone 2,High school degree,14,Service,9,6 to 10,No,72000.00,$50 - $74
9121-JUBJOI-RVF,Male,31,25-34,13.2,Visa,10,159.98,Platinum,0.9,Walk,30,Discover,0,0,Gold,Unmarried,Own,Single-family,1,Lease,Zone 5,College degree,17,Managerial and Professional,2,2 to 5,No,17000.00,Under $25
7167-GGLBZF-G13,Female,68,>65,2.7,Visa,18,339.55,None,0.34,Bus,24,Other,3,72.43,Platinum,Unmarried,Own,Single-family,0,N/A,Zone 4,Did not complete high school,8,Managerial and Professional,16,More than 15,No,56000.00,$50 - $74
8554-MORPOB-UFV,Male,56,50-64,16.4,Discover,14,575.96,None,0.81,Car,19,American Express,5,238.95,Platinum,Married,Own,Multiple-Family,4,Own,Zone 2,Some college,15,Managerial and Professional,21,More than 15,No,82000.00,$75 - $124
4419-QJJUZT-N91,Female,60,50-64,15.5,Visa,6,145.84,Other,2.56,Car,29,Mastercard,1,23.66,Other,Married,Own,Mobile Home,2,Own,Zone 5,Did not complete high school,9,Managerial and Professional,15,11 to 15,No,44000.00,$25 - $49
9522-BFLYJM-P8U,Male,40,35-49,6.4,Discover,11,181.12,Other,1.24,Bus,25,Visa,7,188.39,Gold,Married,Own,Condominium/Townhouse,0,N/A,Zone 5,College degree,18,Managerial and Professional,4,2 to 5,No,39000.00,$25 - $49
0597-RNYRKL-5WV,Female,68,>65,11.6,Mastercard,11,362.72,Other,0.93,Car,25,American Express,8,218.19,Other,Unmarried,Own,Single-family,3,Own,Zone 1,Some college,15,Sales and Office,10,6 to 10,No,36000.00,$25 - $49
0342-MRGOAJ-6X0,Female,26,25-34,7.2,American Express,18,548.21,None,1.37,Car,17,Discover,4,109.4,Platinum,Unmarried,Own,Single-family,3,Own,Zone 4,College degree,18,Sales and Office,0,Less than 2,No,72000.00,$50 - $74
9518-MWCQQO-Q97,Male,65,>65,6,Mastercard,4,202.12,Other,9.86,Car,30,Visa,3,104.81,None,Unmarried,Own,Single-family,2,Own,Zone 4,Some college,15,"Precision Production, Craft, Repair",38,More than 15,No,273000.00,$125+
8175-UIPWJF-KD4,Male,41,35-49,5.5,Discover,9,221.06,Gold,3.3,Walk,18,American Express,8,210.98,None,Married,Own,Single-family,0,N/A,Zone 1,Post-undergraduate degree,20,"Operation, Fabrication, General Labor",12,11 to 15,No,91000.00,$75 - $124
1766-NYRWTM-ZE6,Female,68,>65,19.7,American Express,8,255.71,Platinum,1.27,Bus,25,Discover,7,169.61,Platinum,Unmarried,Rent,Multiple-Family,1,Lease,Zone 2,High school degree,13,"Operation, Fabrication, General Labor",31,More than 15,Yes,15000.00,Under $25
4902-PMEVQC-TJG,Male,63,50-64,9.7,American Express,6,218.53,Other,1.83,Car,18,Discover,6,194.5,Platinum,Married,Own,Single-family,4,Own,Zone 1,Some college,16,Managerial and Professional,7,6 to 10,No,52000.00,$50 - $74
9667-MUTWBN-CTA,Male,18,18-24,10.4,Visa,8,140.29,Platinum,0.23,Motorcycle,28,Discover,4,85.67,None,Unmarried,Rent,Multiple-Family,2,Own,Zone 2,High school degree,12,Managerial and Professional,0,Less than 2,No,14000.00,Under $25
2852-YUIJSE-85D,Male,57,50-64,6.5,Mastercard,14,884.82,Platinum,1.43,Car,19,American Express,4,455.33,Platinum,Married,Own,Single-family,2,Own,Zone 1,College degree,17,"Precision Production, Craft, Repair",14,11 to 15,No,93000.00,$75 - $124
0539-XCIYLO-LK2,Male,51,50-64,3.4,American Express,5,264.15,Gold,0.59,Car,22,Discover,6,287.53,Other,Married,Own,Condominium/Townhouse,2,Lease,Zone 1,High school degree,14,Agricultural and Natural Resources,19,More than 15,No,56000.00,$50 - $74
8731-TFXZCT-ERX,Male,41,35-49,13.9,Mastercard,9,486.8,Gold,1.98,Car,23,American Express,9,428.04,Gold,Unmarried,Own,Condominium/Townhouse,3,Lease,Zone 1,Some college,15,Service,12,11 to 15,No,68000.00,$50 - $74
0304-YFMNUF-R3Q,Male,56,50-64,14.3,Mastercard,13,360.27,Gold,2.28,Car,33,Visa,5,150.49,None,Unmarried,Rent,Condominium/Townhouse,3,Own,Zone 3,Post-undergraduate degree,20,Agricultural and Natural Resources,19,More than 15,No,183000.00,$125+
2374-TMXFAH-LDY,Female,39,35-49,12.7,Visa,8,176.67,Other,0.78,Car,24,Other,4,60.92,Other,Married,Rent,Multiple-Family,2,Own,Zone 5,Post-undergraduate degree,20,Sales and Office,1,Less than 2,No,43000.00,$25 - $49
2126-NKWFLM-XQV,Female,61,50-64,18.7,Mastercard,9,180.42,Platinum,2.23,Walk,29,Other,8,207.54,None,Married,Own,Condominium/Townhouse,1,Own,Zone 2,High school degree,12,Managerial and Professional,20,More than 15,No,40000.00,$25 - $49
2638-CHUZHQ-P08,Male,49,35-49,6.7,Discover,10,335.56,Gold,0.47,Bus,38,Mastercard,1,41.44,Gold,Married,Own,Single-family,2,Own,Zone 1,College degree,17,Sales and Office,3,2 to 5,No,69000.00,$50 - $74
2022-QSGNVJ-R6O,Male,61,50-64,6.5,American Express,5,219.8,Other,0.24,Bus,20,Discover,4,171.46,Other,Unmarried,Rent,Multiple-Family,1,Lease,Zone 4,College degree,18,Sales and Office,1,Less than 2,Yes,9000.00,Under $25
1414-AAECEB-G5D,Female,41,35-49,5.1,Visa,12,237.28,Platinum,0.8,Telecommute,26,Discover,4,90.56,Other,Unmarried,Rent,Multiple-Family,1,Own,Zone 1,Some college,15,"Precision Production, Craft, Repair",13,11 to 15,No,54000.00,$50 - $74
6440-RTNNBD-S7T,Female,39,35-49,10.5,American Express,15,788.85,Gold,0.38,Walk,30,Discover,5,326.66,Platinum,Married,Own,Condominium/Townhouse,1,Own,Zone 5,College degree,17,Sales and Office,2,2 to 5,No,48000.00,$25 - $49
2822-CFXSZX-5E6,Male,67,>65,20.1,Discover,12,275.6,Gold,0.63,Telecommute,18,Mastercard,5,135.45,Gold,Married,Own,Multiple-Family,1,Own,Zone 4,Did not complete high school,9,Sales and Office,2,2 to 5,No,27000.00,$25 - $49
0561-UFDIXT-TF7,Female,52,50-64,0.7,Mastercard,9,129.15,Other,0.13,Car,16,Visa,7,130.62,Gold,Married,Own,Single-family,3,Own,Zone 2,Did not complete high school,11,Managerial and Professional,9,6 to 10,No,47000.00,$25 - $49
6519-AFCJLQ-H0F,Female,35,35-49,0.2,Mastercard,11,349.68,None,0.02,Train/Subway,35,Visa,5,148.7,None,Married,Own,Single-family,2,Lease,Zone 4,High school degree,14,Service,6,6 to 10,No,60000.00,$50 - $74
9569-DANQUD-TAG,Female,33,25-34,1.7,Discover,9,175.59,Gold,0.24,Car,24,Visa,2,71.17,Other,Married,Rent,Single-family,3,Own,Zone 2,Some college,16,Sales and Office,2,2 to 5,No,35000.00,$25 - $49
1840-PAPXFC-DUM,Female,34,25-34,3.5,Visa,7,126.93,Other,1.06,Car,21,Discover,7,133.83,Platinum,Married,Own,Single-family,3,Own,Zone 4,Some college,16,Managerial and Professional,2,2 to 5,No,51000.00,$50 - $74
0218-IHFKWL-FJ8,Male,54,50-64,17.3,Discover,12,242.59,Gold,1.45,Walk,25,American Express,7,91.55,None,Married,Own,Single-family,0,N/A,Zone 4,Some college,16,Managerial and Professional,11,11 to 15,No,30000.00,$25 - $49
2549-CSINBN-EUH,Male,75,>65,11.6,Visa,11,269.91,Gold,0.19,Walk,29,Discover,9,183.31,Gold,Married,Rent,Multiple-Family,1,Lease,Zone 4,Did not complete high school,11,Managerial and Professional,10,6 to 10,No,40000.00,$25 - $49
